Variable Name,Variable Description,Component,Data File Description,flag_1999,flag_2000,flag_2001,flag_2002,flag_2003,flag_2004,flag_2005,flag_2006,flag_2007,flag_2008,flag_2009,flag_2010,flag_2011,flag_2012,flag_2013,flag_2014,flag_2015,flag_2016,num_flags,keep
LB2TCSI,Total cholesterol (mmol/L),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2THG,"Mercury, total (ug/L)",Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2THGSI,"Mercury, total (umol/L)",Laboratory,"Cadmium, Lead, Total Mercury, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine - Blood, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2TIB,TIBC (ug/dL),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2TIBSI,TIBC (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2TR,Triglyceride (mg/dL),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2TRSI,Triglyceride (mmol/L),Laboratory,"Cholesterol - Total, HDL, LDL & Triglycerides, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2VAR,Varicella,Laboratory,"Measles, Rubella, & Varicella, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2VIA,Retinol(ug/dL),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIA,Retinol(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2VIA,Vitamin A (ug/dL),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIASI,Retinol(umol/L),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIASI,Retinol(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2VIASI,Vitamin A (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VID,Vitamin D (ng/mL),Laboratory,"Vitamin D, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LB2VIE,Vitamin E (ug/dL),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIE,alpha-tocopherol(ug/dL),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIE,alpha-tocopherol(ug/dL),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2VIESI,Vitamin E (umol/L),Laboratory,"Cadmium, Lead, Ferritin, Serum Folate, RBC Folate, Vitamin B12, Homocysteine, Methylmalonic acid, Cotinine & Other Selected Nutritional Biochemistries - Blood, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIESI,alpha-tocopherol(umol/L),Laboratory,"Vitamin A & Vitamin E, Second Exam",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LB2VIESI,alpha-tocopherol(umol/L),Laboratory,"Vitamin A, Vitamin E, & Carotenoids, Second Exam",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LB2WBCSI,White blood cell count (1000 cells/uL),Laboratory,"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LBAMMT1,Molecular Type 1,Laboratory,Methicillin - Resistant Staphylococcus aureus (MRSA),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LBAMMT2,Molecular type 2,Laboratory,Methicillin - Resistant Staphylococcus aureus (MRSA),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LBAVOCSD,The time (in minutes) between start time of wearing the badge and stop time of wearing the badge.,Laboratory,Volatile Organic Compounds (VOC) - Personal Exposure Badge,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LBC028,"2,4,4'-Trichlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC028,"2,4,4'-Trichlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC028,"2,4,4’-Trichlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC028,PCB 28 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC028,PCB 28 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC028LA,"2,4,4'-Trichlorobiphenyl Lipid Adjusted",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC028LA,"2,4,4'-Trichlorobiphenyl Lipid Adjusted",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC028LA,"2,4,4’-Trichlorobiphenyl Lipid Adjusted",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC028LA,PCB 28 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC044,PCB 44 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC044,PCB 44 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC044LA,PCB 44 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC049,PCB 49 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC049,PCB 49 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC049LA,PCB 49 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC052,PCB 52 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC052,PCB 52 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC052LA,PCB 52 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC066,"2,3',4,4'-Tetrachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC066,"2,3',4,4'-Tetrachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC066,"2,3’,4,4’-Tetrachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC066,PCB 66 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC066,PCB 66 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC066LA,"2,3',4,4'-Tetrachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC066LA,"2,3',4,4'-Tetrachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC066LA,"2,3’,4,4’-Tetrachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC066LA,PCB 66 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC074,"2,4,4',5-Tetrachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC074,"2,4,4',5-Tetrachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC074,"2,4,4’,5-Tetrachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC074,PCB 74 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC074,PCB 74 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC074LA,"2,4,4',5-Tetrachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC074LA,"2,4,4',5-Tetrachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC074LA,"2,4,4’,5-Tetrachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC074LA,PCB 74 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC087,PCB 87 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC087,PCB 87 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC087LA,PCB 87 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC099,"2,2',4,4',5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC099,"2,2',4,4',5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC099,"2,2’,4,4’,5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC099,PCB 99 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC099,PCB 99 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC099LA,"2,2',4,4',5-Pentachlorobiphenyl Lipid Adjusted(ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC099LA,"2,2',4,4',5-Pentachlorobiphenyl Lipid Adjusted(ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC099LA,"2,2’,4,4’,5-Pentachlorobiphenyl Lipid Adjusted(ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC099LA,PCB 99 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC101,PCB 101 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC101,PCB 101 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC101LA,PCB 101 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC105,"2,3,3',4,4'-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC105,"2,3,3',4,4'-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC105,"2,3,3’,4,4’-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC105,PCB 105 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC105,PCB 105 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC105LA,"2,3,3',4,4'-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC105LA,"2,3,3',4,4'-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC105LA,"2,3,3’,4,4’-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC105LA,PCB 105 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC110,PCB 110 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC110,PCB 110 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC110LA,PCB 110 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC114,"2,3,4,4',5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,0
LBC114,"2,3,4,4',5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC114,PCB 114 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC114,PCB 114 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC114LA,"2,3,4,4',5-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,0
LBC114LA,"2,3,4,4',5-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC114LA,PCB 114 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC118,"2,3',4,4',5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC118,"2,3',4,4',5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC118,"2,3’,4,4’,5-Pentachlorobiphenyl (pg/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC118,PCB 118 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC118,PCB 118 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC118LA,"2,3',4,4',5-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
LBC118LA,"2,3',4,4',5-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0
LBC118LA,"2,3’,4,4’,5-Pentachlorobiphenyl Lipid Adjusted (ng/g)",Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0
LBC118LA,PCB 118 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC123,PCB 123 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
LBC123,PCB 123 (pg/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
LBC123LA,PCB 123 Lipid Adj (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,0
LBC128,PCB 128 (ng/g),Laboratory,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
